source,target,distance
27,700,0.938042976974062
45,700,0.929661291364926
128,700,0.9323596164769229
131,700,0.9378050987461221
157,700,0.9102943993755537
168,700,0.9172029525683825
175,700,0.9317170241716666
186,700,0.8912998120384477
196,700,0.929661291364926
232,700,0.9085194831909935
247,700,0.9320191427868507
270,700,0.9003412082676084
273,700,0.8890899032093759
277,700,0.9024315841888704
293,700,0.8862383924067601
336,700,0.9081423710819471
371,700,0.8990862829009265
422,700,0.8968075056153907
476,700,0.9373371216451808
553,700,0.9322239856875152
633,700,0.9003369752071413
667,700,0.9077914138792107
27,716,0.888970932724277
45,716,0.8801967434260891
128,716,0.8835117391429395
131,716,0.8889963840708405
175,716,0.8828024404921674
196,716,0.8801967434260891
247,716,0.8831514706346834
476,716,0.8877415397459734
553,716,0.8818980381212359
700,719,0.8774914284065176
27,755,0.885972037735545
45,755,0.8786359606380777
128,755,0.8823134978212164
131,755,0.8865238257380315
175,755,0.8816482077388286
196,755,0.8786359606380777
247,755,0.8819990380697387
476,755,0.8841255565453294
553,755,0.8783224756093857
68,760,0.8712108457190724
163,760,0.8839039770066148
374,760,0.8712108457190724
518,760,0.8798715298193016
662,760,0.8964364642677782
663,760,0.8901049090758807
700,760,0.9118108242076722
27,766,0.8700303959130365
27,808,0.9156017400005718
45,808,0.9072590508857693
128,808,0.9103943996706079
131,808,0.915624292372007
157,808,0.8875355172975109
168,808,0.8926624486718011
175,808,0.9097196987401203
196,808,0.9072590508857693
232,808,0.8787733811794224
247,808,0.9100502969003473
270,808,0.8750719431629911
277,808,0.8758099510238069
336,808,0.8866806263127447
371,808,0.8737665459413553
422,808,0.8730393505374303
476,808,0.9144664904478569
553,808,0.9089239501149197
633,808,0.8782131104042
667,808,0.8826245646447052
760,808,0.8886189241179981
163,823,0.8750466622066766
518,823,0.8710373637987445
662,823,0.8879606535242786
663,823,0.8709395754224819
700,823,0.9060789217695834
808,823,0.8814163213406058
68,866,0.877667647169776
163,866,0.8912019303646304
165,866,0.8735670663763802
374,866,0.877667647169776
518,866,0.8871364415641398
662,866,0.9032470159303979
663,866,0.8965180633649392
664,866,0.8765620923126106
700,866,0.9184770789142385
808,866,0.8959669616095806
13,948,0.8813446209774429
68,948,0.8861176384679376
163,948,0.9087733114644403
165,948,0.8892954698346967
197,948,0.8961641825641037
254,948,0.8787982290252029
374,948,0.8861176384679376
400,948,0.8793438691544379
423,948,0.8806770403148119
427,948,0.8926041607888873
437,948,0.875821578004175
477,948,0.8894612458634034
489,948,0.874097195699006
490,948,0.8716357957542312
518,948,0.9047039267881037
550,948,0.8862478043217981
585,948,0.8780420125029464
662,948,0.9170719731170165
663,948,0.9044970185079347
664,948,0.8925078700680764
678,948,0.8721456734977084
696,948,0.9009397764153382
700,948,0.9407283478417661
716,948,0.8915655391996793
755,948,0.887799531395297
766,948,0.8723373643513337
808,948,0.9180901598773221
827,948,0.8715120825820047
27,984,0.895210048367963
45,984,0.8878678756821765
128,984,0.8910611764561605
131,984,0.8957792435228882
168,984,0.8724081270670575
175,984,0.8903901485780663
196,984,0.8878678756821765
247,984,0.8907182947374237
476,984,0.8938181948635788
553,984,0.8881055973782767
866,984,0.8774022674855777
948,984,0.8977594485924273
27,996,0.8766000741468074
131,996,0.8754375340949734
476,996,0.8754992037115792
948,996,0.8787982290252029
27,1002,0.9024598975997261
45,1002,0.8963555990346405
128,1002,0.8994930192198347
131,1002,0.9034080618901099
157,1002,0.8792267421064448
168,1002,0.8805612466993096
175,1002,0.8988648590000501
196,1002,0.8963555990346405
247,1002,0.8991772923893526
336,1002,0.8813826158856335
476,1002,0.9008197735765648
553,1002,0.8953432840160346
633,1002,0.873278002109341
667,1002,0.8710150980262982
760,1002,0.8798715298193016
823,1002,0.8710373637987445
866,1002,0.8871364415641398
948,1002,0.9047039267881037
27,1032,0.8810339833899363
45,1032,0.8714160935044675
128,1032,0.8749463593328654
131,1032,0.8808585975858997
175,1032,0.8741991584222163
196,1032,0.8714160935044675
247,1032,0.8745701029866224
476,1032,0.8797879510571076
553,1032,0.8736705116364939
948,1032,0.8836739421612209
662,1034,0.8710518693344584
700,1034,0.8943797428457055
700,1053,0.8745052826834396
27,1113,0.876871881838651
131,1113,0.8753249664622723
476,1113,0.8754125089306142
948,1113,0.8785113869248845
662,1114,0.8841480879305557
663,1114,0.8798619909496831
700,1114,0.8968075056153907
808,1114,0.8730393505374303
27,1121,0.880683649555446
45,1121,0.8713387303000462
128,1121,0.8746438101360896
131,1121,0.8806927540681629
175,1121,0.8738899289528747
196,1121,0.8713387303000462
247,1121,0.8742504249686133
476,1121,0.879577374573497
553,1121,0.8734298628874353
948,1121,0.8837336905096219
27,1130,0.8949040391691676
45,1130,0.8905667741053667
128,1130,0.8934733439680492
131,1130,0.8964782379945518
157,1130,0.8750770963607334
168,1130,0.8738790484279707
175,1130,0.892895539677454
196,1130,0.8905667741053667
247,1130,0.8931795045191462
336,1130,0.8795705666669175
476,1130,0.8930765106424224
553,1130,0.8878462518381168
633,1130,0.8717437122941499
760,1130,0.8756184891397096
866,1130,0.8826172167560342
948,1130,0.8970985551127787
68,1136,0.8860276648867842
163,1136,0.9040474866898133
165,1136,0.8850345753081341
197,1136,0.8878629343473874
254,1136,0.8701920859976121
374,1136,0.8860276648867842
400,1136,0.870132248977491
423,1136,0.8757524891558401
427,1136,0.8777124245276562
477,1136,0.8823384505759895
518,1136,0.8998747906133382
550,1136,0.8815917894403189
585,1136,0.8735896957993707
662,1136,0.9133340271695578
663,1136,0.9042667109871305
664,1136,0.8882924737840827
696,1136,0.8906566726096349
700,1136,0.9338128913935531
716,1136,0.8846914622955964
755,1136,0.8826982552983612
808,1136,0.9115347861351626
984,1136,0.891860499466682
996,1136,0.8701920859976121
1002,1136,0.8998747906133382
1032,1136,0.876271476545457
1121,1136,0.8760826660757202
1130,1136,0.8934188848267538
662,1153,0.8775904251438832
700,1153,0.8959682429194789
808,1153,0.8702256650757165
68,1160,0.8860276648867842
163,1160,0.9040474866898133
165,1160,0.8850345753081341
197,1160,0.8878629343473874
254,1160,0.8701920859976121
374,1160,0.8860276648867842
400,1160,0.870132248977491
423,1160,0.8757524891558401
427,1160,0.8777124245276562
477,1160,0.8823384505759895
518,1160,0.8998747906133382
550,1160,0.8815917894403189
585,1160,0.8735896957993707
662,1160,0.9133340271695578
663,1160,0.9042667109871305
664,1160,0.8882924737840827
696,1160,0.8906566726096349
700,1160,0.9338128913935531
716,1160,0.8846914622955964
755,1160,0.8826982552983612
808,1160,0.9115347861351626
984,1160,0.891860499466682
996,1160,0.8701920859976121
1002,1160,0.8998747906133382
1032,1160,0.876271476545457
1121,1160,0.8760826660757202
1130,1160,0.8934188848267538
27,1166,0.8842163540750486
45,1166,0.8779006220136992
128,1166,0.881381875528629
131,1166,0.8852115318129403
175,1166,0.8807333672048503
196,1166,0.8779006220136992
247,1166,0.8810671889210875
476,1166,0.882321853036917
553,1166,0.8765692135859007
948,1166,0.8862478043217981
1136,1166,0.8815917894403189
1160,1166,0.8815917894403189
15,1183,0.9100402755694488
27,1183,0.9656364957981445
45,1183,0.9654228612074557
128,1183,0.9668176913724633
131,1183,0.9671459123871216
157,1183,0.9505794115187152
168,1183,0.9388568025204896
175,1183,0.9665809384121362
186,1183,0.9078829680090985
196,1183,0.9654228612074557
232,1183,0.9084650367281466
247,1183,0.9666999339930803
270,1183,0.9242856231521774
273,1183,0.9081215658783796
277,1183,0.9201905956634412
293,1183,0.9377704627548213
312,1183,0.881172164814357
336,1183,0.9645305567705995
371,1183,0.9233223566741947
422,1183,0.9394525288243477
476,1183,0.9643990924931973
534,1183,0.9117546196495216
546,1183,0.9216944557776461
553,1183,0.961977230673142
633,1183,0.9551675062121495
667,1183,0.928424885606986
719,1183,0.8899114791665554
746,1183,0.881172164814357
760,1183,0.950197039718158
823,1183,0.9269381340277
830,1183,0.8757340491140332
859,1183,0.9161055018853579
866,1183,0.9561292406527181
948,1183,0.966472613194862
1034,1183,0.909653419849679
1053,1183,0.8784288981566387
1114,1183,0.9394525288243477
1136,1183,0.9661676657799045
1153,1183,0.9202653501253062
1160,1183,0.9661676657799045
27,1192,0.8877218491626344
45,1192,0.870862283360645
128,1192,0.8760866182293683
131,1192,0.8849177525484918
175,1192,0.875150639079933
196,1192,0.870862283360645
247,1192,0.8756694987202319
476,1192,0.8866063288528852
553,1192,0.8793627282616082
948,1192,0.8894350788677564
1136,1192,0.8785742084747526
1160,1192,0.8785742084747526
662,1196,0.8836079323889943
663,1196,0.8758184559978344
700,1196,0.8935080675391529
1183,1196,0.9311695033410241
27,1198,0.9019778273438932
45,1198,0.8854025776751694
128,1198,0.8901282023633466
131,1198,0.8991761578813398
168,1198,0.8797510353913928
175,1198,0.8892105284155326
196,1198,0.8854025776751694
232,1198,0.8871194152462164
247,1198,0.8897004878032997
476,1198,0.9012456027652059
553,1198,0.8942897043363279
667,1198,0.8704144375588898
866,1198,0.8710856433724463
948,1198,0.904151560174273
1136,1198,0.8928982442772347
1160,1198,0.8928982442772347
700,1235,0.8790763146317123
1183,1235,0.9046001146754609
948,1243,0.8706028454120728
27,1249,0.8882796328767413
45,1249,0.8885400242177915
128,1249,0.8903899877355804
131,1249,0.8905573030586591
157,1249,0.8742597784654952
175,1249,0.8900805869860922
196,1249,0.8885400242177915
247,1249,0.8902372356367306
336,1249,0.8891090969197402
476,1249,0.8864510675956008
553,1249,0.8831683106629595
633,1249,0.8797375001427445
760,1249,0.8738210477236064
866,1249,0.8803326716107198
948,1249,0.8894106086366149
1136,1249,0.8893395804000189
1160,1249,0.8893395804000189
27,1253,0.9032057471503748
45,1253,0.9032808340671148
128,1253,0.9053825675090741
131,1253,0.9056959220793614
157,1253,0.8904491020811368
168,1253,0.8798070948080057
175,1253,0.9050273472340155
196,1253,0.9032808340671148
247,1253,0.9052067633942161
293,1253,0.8793095857136534
336,1253,0.9032202643072547
422,1253,0.8798619909496831
476,1253,0.9011838909735614
553,1253,0.8974658254984489
633,1253,0.8948079289158839
667,1253,0.8702571669314806
760,1253,0.8901049090758807
823,1253,0.8709395754224819
866,1253,0.8965180633649392
948,1253,0.9044970185079347
1114,1253,0.8798619909496831
1136,1253,0.9042667109871305
1160,1253,0.9042667109871305
1196,1253,0.8758184559978344
131,1277,0.8705792295485102
948,1277,0.8721445801645427
163,1278,0.8780059749657967
518,1278,0.873664315681468
662,1278,0.8879976019987874
663,1278,0.8868496376628373
700,1278,0.9089265101320639
808,1278,0.8847316984113722
1002,1278,0.873664315681468
1183,1278,0.9543618483811163
1249,1278,0.8740745047739404
1253,1278,0.8868496376628373
1183,1290,0.9010654338056724
27,1326,0.9000823264991802
45,1326,0.8787747198141984
128,1326,0.8838520773157292
131,1326,0.8954130108054987
168,1326,0.8838813328488005
175,1326,0.8828265997023889
196,1326,0.8787747198141984
232,1326,0.9112746398686196
247,1326,0.8833746402955959
277,1326,0.8770220940707665
476,1326,0.9000774448341338
553,1326,0.8927668122145984
667,1326,0.8767452880724844
823,1326,0.8736902351649458
948,1326,0.9024316494899558
1034,1326,0.8719776547359085
1136,1326,0.8879523443578573
1160,1326,0.8879523443578573
27,1334,0.8720797998135914
131,1334,0.8730662050216677
476,1334,0.8701267374994768
948,1334,0.8740957774158366
68,1347,0.8886267855042953
163,1347,0.8999063692445066
165,1347,0.8820150210430301
197,1347,0.8784633464658393
374,1347,0.8886267855042953
423,1347,0.8714115396673914
477,1347,0.874991205284132
518,1347,0.8957270028893832
550,1347,0.8777677683209459
585,1347,0.8701136244191381
662,1347,0.9110405347123386
663,1347,0.9067836456022996
664,1347,0.885161897526305
696,1347,0.8773435849577624
700,1347,0.9260005062862646
716,1347,0.8773334346846772
755,1347,0.8779834931783143
808,1347,0.9044871171213247
984,1347,0.8861037449994238
1002,1347,0.8957270028893832
1130,1347,0.8911704080584401
1166,1347,0.8777677683209459
1183,1347,0.9675020249499843
1198,1347,0.8780176513078725
1249,1347,0.8918291396516604
1253,1347,0.9067836456022996
1183,1350,0.8846859101950391
13,1354,0.8728483702603311
68,1354,0.8871125470964343
163,1354,0.9059415945837332
165,1354,0.8871340065832196
197,1354,0.890688355487571
254,1354,0.8722186667221749
374,1354,0.8871125470964343
400,1354,0.8731553535026824
423,1354,0.8775816634135325
427,1354,0.8805577247689658
477,1354,0.8849729657415628
489,1354,0.8712416789892306
518,1354,0.9019123872885475
550,1354,0.8835080137831861
585,1354,0.8754990416602844
662,1354,0.9153415326577019
663,1354,0.9054403688548971
664,1354,0.8902390774409648
696,1354,0.892828143902838
700,1354,0.9361443328572197
716,1354,0.8870264555563735
755,1354,0.8845054070745407
808,1354,0.9137714042244601
984,1354,0.8941186592861796
996,1354,0.8722186667221749
1002,1354,0.9019123872885475
1032,1354,0.8786706801578721
1113,1354,0.8717933286145433
1121,1354,0.878743788281846
1130,1354,0.8953775214380998
1166,1354,0.8835080137831861
1183,1354,0.9669401221364416
1192,1354,0.8805621036507363
1198,1354,0.8951617086547217
1249,1354,0.8903659272377374
1253,1354,0.9054403688548971
1326,1354,0.8904249616350395
1334,1354,0.8713044784881483
131,1362,0.8701012145702993
948,1362,0.8712780166635392
27,1378,0.8792014363341081
45,1378,0.874497035358522
128,1378,0.8775905254262526
131,1378,0.8806756036779553
175,1378,0.8769992803466948
196,1378,0.874497035358522
247,1378,0.877296671183464
476,1378,0.8772808995678729
553,1378,0.8719197850577641
948,1378,0.8812669363664527
1136,1378,0.8775179879496012
1160,1378,0.8775179879496012
1347,1378,0.875148947641504
1354,1378,0.8794062215491871
948,1404,0.8708180104755887
662,1420,0.8841480879305557
663,1420,0.8798619909496831
700,1420,0.8968075056153907
808,1420,0.8730393505374303
1183,1420,0.9394525288243477
1253,1420,0.8798619909496831
163,1460,0.8866229292016338
197,1460,0.8759574573693334
427,1460,0.8911514038043756
518,1460,0.8823963292331108
662,1460,0.8950957019116538
663,1460,0.874812334579451
696,1460,0.8885131348815495
700,1460,0.9234172867699357
716,1460,0.870450956222081
808,1460,0.897943380283599
984,1460,0.8759495218378894
1002,1460,0.8823963292331108
1130,1460,0.8734309145698251
1183,1460,0.9363364187538833
1192,1460,0.8789110667470856
1198,1460,0.89479124206806
1253,1460,0.874812334579451
1326,1460,0.9054602226113477
68,1461,0.8716227726753218
163,1461,0.8834732703578848
374,1461,0.8716227726753218
518,1461,0.8792267421064448
662,1461,0.8958172477572999
663,1461,0.8904491020811368
700,1461,0.9102943993755537
808,1461,0.8875355172975109
1002,1461,0.8792267421064448
1130,1461,0.8750770963607334
1183,1461,0.9505794115187152
1249,1461,0.8742597784654952
1253,1461,0.8904491020811368
662,1462,0.8724823882211575
700,1462,0.8943653087052965
1183,1462,0.9268023694084535
662,1463,0.8702070059873178
700,1463,0.8883495280919748
1183,1463,0.904596789114598
1183,1480,0.9104950185466917
27,1503,0.8907629211056027
45,1503,0.8909852252622225
128,1503,0.892898382960614
131,1503,0.8930971498460746
157,1503,0.877073007418792
175,1503,0.892577686850027
196,1503,0.8909852252622225
247,1503,0.8927399612885549
336,1503,0.8914230906582853
476,1503,0.8888844281750405
553,1503,0.8854925669043446
633,1503,0.8822893395363218
760,1503,0.8766558300748927
866,1503,0.8831443931864097
948,1503,0.8919333581798126
1136,1503,0.8918285530983511
1160,1503,0.8918285530983511
1278,1503,0.8760232309834716
1347,1503,0.8943375333173031
1354,1503,0.8928912942294287
1461,1503,0.877073007418792
662,1511,0.8775904251438832
700,1511,0.8959682429194789
808,1511,0.8702256650757165
1183,1511,0.9202653501253062
68,1549,0.8860657238191335
163,1549,0.8955629700373098
165,1549,0.8776904584548223
197,1549,0.8736454857591561
374,1549,0.8860657238191335
477,1549,0.8700133518930546
518,1549,0.8913602348474
550,1549,0.8732001388595887
662,1549,0.9068634792192576
663,1549,0.9040112054550228
664,1549,0.8808629419471865
696,1549,0.8715763530737892
700,1549,0.9217774602193031
716,1549,0.8725926351615853
755,1549,0.8733045202484984
808,1549,0.8999584345471119
984,1549,0.8815491175855861
1002,1549,0.8913602348474
1130,1549,0.8870821286964977
1166,1549,0.8732001388595887
1183,1549,0.9656193587453709
1198,1549,0.8720127027201738
1249,1549,0.8894082356322179
1253,1549,0.9040112054550228
1378,1549,0.870955548291774
1503,1549,0.8918289310091239
131,1552,0.8700841122820095
948,1552,0.8709179415214647
68,1553,0.8878050466529938
163,1553,0.9020020446677536
165,1553,0.8834390978857247
197,1553,0.8820643990638197
374,1553,0.8878050466529938
423,1553,0.8738631993512467
477,1553,0.8780199439993511
518,1553,0.897694503155537
550,1553,0.8798434963989122
585,1553,0.8720203274047813
662,1553,0.91215685281778
663,1553,0.906008643594126
664,1553,0.886770162275247
696,1553,0.8837424955097446
700,1553,0.9290868588545639
716,1553,0.880544381686768
755,1553,0.880599997718245
808,1553,0.9075358218250139
984,1553,0.888619814281308
1002,1553,0.897694503155537
1032,1553,0.8717477943542669
1121,1553,0.8711784793891783
1130,1553,0.8922835819385518
1166,1553,0.8798434963989122
1183,1553,0.967116863828032
1192,1553,0.8715252050800525
1198,1553,0.8850985320888906
1249,1553,0.8910398688349314
1253,1553,0.906008643594126
1326,1553,0.8770186952744526
1378,1553,0.8764520645983944
1503,1553,0.8935469012417736
163,1578,0.8826504842754446
518,1578,0.8785835550538083
662,1578,0.8947011495485931
663,1578,0.8782573673038776
696,1578,0.8718433822858824
700,1578,0.9133137474538137
808,1578,0.8893172134299754
1002,1578,0.8785835550538083
1130,1578,0.8724495191787084
1183,1578,0.9348195870946477
1198,1578,0.8763330969805173
1253,1578,0.8782573673038776
1326,1578,0.8805239059542913
13,1605,0.8770474596536418
68,1605,0.8863997128044724
163,1605,0.9076736060485957
165,1605,0.8880631722189091
197,1605,0.8929545496337984
254,1605,0.8770951103437564
374,1605,0.8863997128044724
400,1605,0.8758358266943672
423,1605,0.8798774610062726
427,1605,0.8886636007882196
437,1605,0.8740143004582975
477,1605,0.8870180055619632
489,1605,0.8729933104428016
518,1605,0.903389975277572
550,1605,0.8853170080996795
585,1605,0.8771452582107953
662,1605,0.9160083092215215
663,1605,0.9047484302379973
664,1605,0.8914809278253364
678,1605,0.8705604609533846
696,1605,0.8986748884015443
700,1605,0.938187309368318
716,1605,0.8894516319062834
755,1605,0.886956366595314
766,1605,0.8706783796499707
808,1605,0.9160418953430679
984,1605,0.8959259842295698
996,1605,0.8770951103437564
1002,1605,0.903389975277572
1032,1605,0.8814756420531956
1113,1605,0.8772035231261602
1121,1605,0.881070049260341
1130,1605,0.8960745662070655
1166,1605,0.8853170080996795
1183,1605,0.9665822574792422
1192,1605,0.8875898672690423
1198,1605,0.9016084980689253
1249,1605,0.8896829620773015
1253,1605,0.9047484302379973
1277,1605,0.8705480091246017
1326,1605,0.898900307807097
1334,1605,0.8732011577141623
1378,1605,0.88040822618106
1503,1605,0.8922028928264878
1552,1605,0.8700187549994395
27,1645,0.8895827158921116
45,1645,0.8760977096013135
128,1645,0.8797575181434303
131,1645,0.8880553972040173
175,1645,0.8788936386613799
196,1645,0.8760977096013135
247,1645,0.879311002867972
476,1645,0.8890559199361061
553,1645,0.8824686683552598
948,1645,0.8928768878672796
1136,1645,0.8823436272970394
1160,1645,0.8823436272970394
1354,1645,0.8852670063797132
1460,1645,0.8772995092172695
1553,1645,0.8746840795503794
1605,1645,0.8892944737295693
27,1662,0.8774055309543123
131,1662,0.875816408783685
476,1662,0.8768923021289073
948,1662,0.8813446209774429
1354,1662,0.8728483702603311
1605,1662,0.8770474596536418
27,1675,0.874098824285565
128,1675,0.8710788595751652
131,1675,0.874983894971609
175,1675,0.8704226634889383
247,1675,0.8707649970315724
476,1675,0.8721561362135491
948,1675,0.8760243270664014
1136,1675,0.871295344792968
1160,1675,0.871295344792968
1354,1675,0.873155981898937
1605,1675,0.875199453705189
27,1705,0.8886659434408858
45,1705,0.8811273682995344
128,1705,0.884782358233038
131,1705,0.8891529370099981
175,1705,0.8841097170709681
196,1705,0.8811273682995344
247,1705,0.8844618690087529
476,1705,0.8868821648627304
553,1705,0.8810550131439124
866,1705,0.8715339563747765
948,1705,0.8905776742648068
1136,1705,0.8852587652797753
1160,1705,0.8852587652797753
1347,1705,0.8802197951816831
1354,1705,0.8871263789217576
1549,1705,0.8755147182379023
1553,1705,0.8829221602440651
1605,1705,0.8895962369273277
700,1722,0.8707203336945112
1183,1722,0.8827840061015866
700,1728,0.8761913242829886
1183,1728,0.8930121405200626
27,1746,0.887446177368916
45,1746,0.8804158118151336
128,1746,0.884010472185994
131,1746,0.8881702040289443
175,1746,0.883343620442332
196,1746,0.8804158118151336
247,1746,0.8836898725484018
476,1746,0.8855976875050313
553,1746,0.8797670717121987
866,1746,0.8713715914922104
948,1746,0.889431088242692
1136,1746,0.8843709503561791
1160,1746,0.8843709503561791
1347,1746,0.8798444037844824
1354,1746,0.8862798139031337
1549,1746,0.8751662793649468
1553,1746,0.8822776086199815
1605,1746,0.8884573357098783
27,1747,0.888970932724277
45,1747,0.8801967434260891
128,1747,0.8835117391429395
131,1747,0.8889963840708405
175,1747,0.8828024404921674
196,1747,0.8801967434260891
247,1747,0.8831514706346834
476,1747,0.8877415397459734
553,1747,0.8818980381212359
948,1747,0.8915655391996793
1136,1747,0.8846914622955964
1160,1747,0.8846914622955964
1347,1747,0.8773334346846772
1354,1747,0.8870264555563735
1460,1747,0.870450956222081
1549,1747,0.8725926351615853
1553,1747,0.880544381686768
1605,1747,0.8894516319062834
27,1788,0.884320482140038
45,1788,0.8771952844789038
128,1788,0.8808619529687758
131,1788,0.8849781127998277
175,1788,0.8801980739150069
196,1788,0.8771952844789038
247,1788,0.8805473703371993
476,1788,0.8824336097564988
553,1788,0.8766155094389952
948,1788,0.8861715471803338
1136,1788,0.8811887641725251
1160,1788,0.8811887641725251
1347,1788,0.8767104798371333
1354,1788,0.8830096045555297
1549,1788,0.8720333278739031
1553,1788,0.8792146965303418
1605,1788,0.8853476579592229
427,1794,0.8799600363257408
700,1794,0.8967107855245308
1183,1794,0.8958978850781777
1198,1794,0.8745287104966986
1326,1794,0.9004012330680811
27,1802,0.874834942161334
128,1802,0.8701421696017945
131,1802,0.8750687083751263
476,1802,0.8732436752580137
948,1802,0.8769966331760712
1136,1802,0.8709241923309456
1160,1802,0.8709241923309456
1354,1802,0.8729715513721582
1605,1802,0.875591015504247
662,1806,0.8776301448957797
700,1806,0.8959050456944654
808,1806,0.8701733985310132
1183,1806,0.9202005140235888
68,1814,0.8885661605483111
163,1814,0.9002420615481973
165,1814,0.8826006693772687
197,1814,0.8800663218708976
374,1814,0.8885661605483111
423,1814,0.8714251218708394
477,1814,0.8761364284713293
518,1814,0.8962553784960547
550,1814,0.877969606704542
585,1814,0.8703266438749788
662,1814,0.9115776908957957
663,1814,0.9067423697633373
664,1814,0.8855483424092768
696,1814,0.8775777386358804
700,1814,0.9272245029742634
716,1814,0.8781841744909284
755,1814,0.8779948891727236
808,1814,0.9053341229210853
984,1814,0.886898754080831
1002,1814,0.8962553784960547
