source,target,distance
1130,1814,0.8916707234500892
1166,1814,0.877969606704542
1183,1814,0.9674999540732041
1198,1814,0.8783090603877447
1249,1814,0.8917693035807702
1253,1814,0.9067423697633373
1378,1814,0.8754730037289812
1503,1814,0.8942812148821584
1645,1814,0.8707776474219336
1705,1814,0.8803184721547599
1746,1814,0.8799989760542354
1747,1814,0.8781841744909284
1788,1814,0.876732465469826
948,1828,0.8708180104755887
662,1838,0.8786690455707877
700,1838,0.895720146157445
808,1838,0.8703377986375589
1183,1838,0.91610517495289
27,1854,0.9081716023769612
45,1854,0.90826694519385
128,1854,0.9101605278731095
131,1854,0.9104236751207155
157,1854,0.8942444819649878
168,1854,0.8824744068596642
175,1854,0.909841425841512
196,1854,0.90826694519385
247,1854,0.9100026422538137
293,1854,0.8823296039308188
336,1854,0.9082999525655057
422,1854,0.8830970297971205
476,1854,0.90634827466875
553,1854,0.9030014163724115
633,1854,0.8991776757111296
667,1854,0.8721919128501195
760,1854,0.8938500201030782
823,1854,0.8721052331560915
866,1854,0.9003091731095629
948,1854,0.9093302608545519
1114,1854,0.8830970297971205
1136,1854,0.9091451858101092
1160,1854,0.9091451858101092
1196,1854,0.8772223855706803
1278,1854,0.8934406006374316
1347,1854,0.9114568480372681
1354,1854,0.9101995020684759
1420,1854,0.8830970297971205
1460,1854,0.878051923166698
1461,1854,0.8942444819649878
1549,1854,0.9089594900762211
1553,1854,0.9107411174471445
1578,1854,0.879936968446207
1605,1854,0.9095657110966532
1814,1854,0.9114154057518271
27,1879,0.8950748884887487
45,1879,0.885049510844888
128,1879,0.8881536444750514
131,1879,0.8948373559195174
168,1879,0.8720656394168413
175,1879,0.8873771393776839
196,1879,0.885049510844888
247,1879,0.88773611560412
476,1879,0.8942760755218457
553,1879,0.8881221381048336
866,1879,0.8722396224602368
948,1879,0.8985215373637708
1136,1879,0.8899901211227005
1160,1879,0.8899901211227005
1347,1879,0.88038642721006
1354,1879,0.8929300739486008
1460,1879,0.8794067303339526
1549,1879,0.8753857242332376
1553,1879,0.8840497918618547
1605,1879,0.8952035380127827
1814,1879,0.8820596009380925
27,1886,0.8808427928259462
45,1886,0.8742931323476206
128,1886,0.8778602808684831
131,1886,0.8817375203763081
175,1886,0.8772074618872471
196,1886,0.8742931323476206
247,1886,0.8775475962417522
476,1886,0.8789115569123124
553,1886,0.8731369019439044
948,1886,0.8827671413716931
1136,1886,0.8780727968711304
1160,1886,0.8780727968711304
1347,1886,0.8741386718918605
1354,1886,0.8799298081472344
1553,1886,0.8763450129353005
1605,1886,0.8819398326075878
1814,1886,0.8742308820238198
27,1919,0.8805287116714192
45,1919,0.8740387703284876
128,1919,0.8776097355900109
131,1919,0.8814617987212203
175,1919,0.876956101569875
196,1919,0.8740387703284876
247,1919,0.8772964082372627
476,1919,0.8785792227419323
553,1919,0.8727878676642485
948,1919,0.8824642987235769
1136,1919,0.8778023714249243
1160,1919,0.8778023714249243
1347,1919,0.8739423334367122
1354,1919,0.879667318739575
1553,1919,0.8761147160249372
1605,1919,0.8816430031047535
1814,1919,0.8740376783111556
68,1922,0.8889865711249925
163,1922,0.8975311936807132
165,1922,0.880364825004001
197,1922,0.8752284244963052
374,1922,0.8889865711249925
477,1922,0.8720446240429778
518,1922,0.8935508842835689
550,1922,0.875322112714253
662,1922,0.9096600723108538
663,1922,0.9070705626670386
664,1922,0.8832600991493992
696,1922,0.8708296852648594
700,1922,0.9231395332038276
716,1922,0.8741277311828484
755,1922,0.8749490440174773
808,1922,0.9014506465997469
984,1922,0.8835235896752415
1002,1922,0.8935508842835689
1130,1922,0.8897967676296377
1166,1922,0.875322112714253
1183,1922,0.9675739676996917
1198,1922,0.8708774775080592
1249,1922,0.8921803191022738
1253,1922,0.9070705626670386
1378,1922,0.8735141755376747
1503,1922,0.8946771435240184
1705,1922,0.8771419986713775
1746,1922,0.8770384173961822
1747,1922,0.8741277311828484
1788,1922,0.8737826308530594
1854,1922,0.9117315156428006
1879,1922,0.8770978994620244
1886,1922,0.871522088112347
1919,1922,0.8713564269287033
27,1947,0.9031339671677145
45,1947,0.8928593748996781
128,1947,0.8959690538822983
131,1947,0.902670008850605
157,1947,0.8703733596499841
168,1947,0.8799355429006533
175,1947,0.8952062901036264
196,1947,0.8928593748996781
232,1947,0.871687519090446
247,1947,0.895563045084734
476,1947,0.9024040828032456
553,1947,0.8964018132440411
760,1947,0.8723306896489357
866,1947,0.8798553308895305
948,1947,0.906392062835848
1136,1947,0.8978559750060314
1160,1947,0.8978559750060314
1347,1947,0.8880324504851419
1354,1947,0.9006633198174666
1460,1947,0.8878091305688466
1461,1947,0.8703733596499841
1549,1947,0.8831159764864979
1553,1947,0.8918718369423954
1578,1947,0.875437939510927
1605,1947,0.9031911821001766
1814,1947,0.8895777088239603
1922,1947,0.8845390663206038
948,1952,0.8725553862893076
1183,1953,0.8832337802512217
1183,1960,0.887018948547011
27,1974,0.883809358219284
45,1974,0.8766860286967868
128,1974,0.8803695242832626
131,1974,0.8844848523664851
175,1974,0.8797033042476485
196,1974,0.8766860286967868
247,1974,0.8800538952165073
476,1974,0.8819069614611631
553,1974,0.8760622976380346
948,1974,0.8856666385150715
1136,1974,0.8806866736794139
1160,1974,0.8806866736794139
1347,1974,0.8762310362363935
1354,1974,0.8825133719026038
1549,1974,0.8715351670851802
1553,1974,0.87873000306503
1605,1974,0.8848489700851103
1814,1974,0.8762492258916548
1922,1974,0.8733034092449816
